age,workclass,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
23,Private,11,Never-married,Prof-specialty,Own-child,Other,Male,0,0,40,United-States,<=50K
26,Private,4,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,Other,<=50K
25,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
41,Private,8,Divorced,Transport-moving,Not-in-family,White,Male,0,0,84,United-States,>50K
37,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
24,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Unknown,10,Never-married,Unknown,Own-child,White,Female,0,0,40,Other,<=50K
54,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
64,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,8,Never-married,Farming-fishing,Not-in-family,Other,Male,0,0,50,United-States,<=50K
54,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,50,United-States,>50K
42,Local-gov,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,9,Widowed,Priv-house-serv,Own-child,Black,Female,0,0,25,United-States,<=50K
34,Local-gov,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,>50K
38,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
18,Private,7,Never-married,Other-service,Own-child,Black,Male,0,0,16,United-States,<=50K
47,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
31,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K
64,Local-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
55,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
48,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
33,State-gov,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
44,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
57,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
30,Self-emp-inc,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,43,United-States,<=50K
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Other,>50K
49,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,20,United-States,>50K
30,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
73,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
44,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
62,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
34,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,45,United-States,>50K
30,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
49,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States,<=50K
50,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,>50K
21,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
35,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
62,Private,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,United-States,<=50K
23,Private,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,60,United-States,<=50K
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
54,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,5013,0,40,United-States,<=50K
42,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K
24,Unknown,10,Never-married,Unknown,Not-in-family,White,Female,0,0,20,United-States,<=50K
41,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
17,Private,6,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
30,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States,<=50K
77,Self-emp-not-inc,5,Widowed,Other-service,Not-in-family,White,Female,0,0,40,Other,<=50K
55,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
36,Private,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
62,Unknown,9,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
30,Private,12,Never-married,Other-service,Other-relative,Other,Male,0,0,40,Other,<=50K
44,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,55,United-States,>50K
53,Self-emp-inc,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Other,>50K
44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Other,>50K
38,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,70,United-States,>50K
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
41,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Unknown,<=50K
36,Private,7,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,Other,<=50K
45,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,52,United-States,<=50K
50,Self-emp-not-inc,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
40,Private,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,>50K
22,Private,13,Never-married,Tech-support,Not-in-family,Other,Male,0,2339,40,Other,<=50K
47,Private,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,>50K
33,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,50,Other,<=50K
52,Unknown,15,Married-spouse-absent,Unknown,Unmarried,Other,Female,0,0,40,Other,<=50K
29,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
39,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
32,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
40,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
23,Unknown,10,Never-married,Unknown,Not-in-family,White,Female,0,0,15,United-States,<=50K
59,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
48,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,>50K
41,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,4650,0,45,United-States,<=50K
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
33,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,>50K
27,Private,13,Never-married,Adm-clerical,Other-relative,Other,Female,0,0,40,Other,<=50K
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
62,Unknown,9,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,16,Never-married,Prof-specialty,Own-child,White,Female,0,0,23,United-States,<=50K
19,Private,10,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,50,United-States,<=50K
25,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
51,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
24,Private,9,Separated,Machine-op-inspct,Unmarried,Other,Female,0,0,40,United-States,<=50K
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,Other,<=50K
64,State-gov,5,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
36,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,75,United-States,<=50K
32,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
19,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
24,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
53,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,<=50K
24,Unknown,10,Married-civ-spouse,Unknown,Wife,White,Female,0,0,30,United-States,<=50K
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
62,Unknown,4,Married-civ-spouse,Unknown,Husband,White,Male,3411,0,50,United-States,<=50K
24,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
71,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,60,United-States,>50K
18,Private,8,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K
24,Private,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,20,United-States,<=50K
23,Unknown,9,Never-married,Unknown,Other-relative,Other,Female,0,0,20,Other,<=50K
47,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
19,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
31,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,2463,0,38,United-States,<=50K
26,Private,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
54,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K
25,Self-emp-inc,9,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,3,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,Other,>50K
27,Private,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
48,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
51,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
56,Private,11,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,>50K
18,Private,10,Never-married,Sales,Own-child,Other,Female,0,0,20,United-States,<=50K
52,Local-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
21,Unknown,10,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Other,<=50K
38,Private,11,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
69,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,45,United-States,>50K
38,State-gov,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
71,Unknown,9,Married-spouse-absent,Unknown,Not-in-family,Black,Male,0,1816,40,United-States,<=50K
44,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
72,Unknown,11,Widowed,Unknown,Not-in-family,White,Female,0,2465,40,United-States,<=50K
21,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,<=50K
35,Self-emp-not-inc,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,60,United-States,<=50K
36,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,15,United-States,<=50K
22,Private,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,70,United-States,<=50K
49,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
42,State-gov,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
53,Self-emp-not-inc,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,67,Other,>50K
53,Private,3,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,24,Other,<=50K
28,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
34,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
36,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,<=50K
20,Unknown,10,Never-married,Unknown,Own-child,White,Female,0,0,40,United-States,<=50K
42,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,48,United-States,>50K
19,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
44,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137,0,40,United-States,<=50K
54,Private,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,35,United-States,<=50K
50,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
62,Private,4,Divorced,Tech-support,Unmarried,White,Female,0,0,38,Other,<=50K
38,Private,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,11,Divorced,Tech-support,Not-in-family,Black,Male,14344,0,40,United-States,>50K
27,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
75,Unknown,9,Widowed,Unknown,Not-in-family,White,Female,0,0,8,United-States,<=50K
39,State-gov,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
27,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
35,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
47,Self-emp-not-inc,10,Divorced,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
42,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,41,United-States,>50K
28,Self-emp-inc,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
34,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,54,United-States,>50K
40,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Other,<=50K
49,Private,9,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
25,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,8,Other,<=50K
55,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K
52,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
37,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,<=50K
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
50,Federal-gov,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
18,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
35,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
30,Private,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,<=50K
26,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
48,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
62,Local-gov,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
34,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Federal-gov,7,Never-married,Adm-clerical,Not-in-family,Black,Female,0,1602,40,United-States,<=50K
23,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,7,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
57,Local-gov,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,7298,0,40,United-States,>50K
58,Private,15,Divorced,Tech-support,Unmarried,White,Male,0,0,40,United-States,>50K
57,Unknown,4,Married-civ-spouse,Unknown,Other-relative,White,Male,0,0,45,Other,<=50K
27,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Other,<=50K
51,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,99,United-States,<=50K
50,Unknown,14,Never-married,Unknown,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,10,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
37,State-gov,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
41,Local-gov,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1485,40,United-States,>50K
49,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
31,Private,6,Separated,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
24,Private,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
36,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1669,40,United-States,<=50K
33,Private,10,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,35,United-States,<=50K
52,Private,4,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
47,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Unknown,<=50K
64,Unknown,4,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
39,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,60,United-States,>50K
48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K
42,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
54,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,62,United-States,<=50K
47,Private,10,Divorced,Other-service,Own-child,White,Female,0,0,44,United-States,<=50K
17,Local-gov,7,Never-married,Adm-clerical,Own-child,Other,Female,0,0,30,United-States,<=50K
26,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
32,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28,Private,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,Other,<=50K
59,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
21,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
37,Private,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,20,United-States,<=50K
29,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
21,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
20,Private,10,Never-married,Transport-moving,Own-child,White,Male,0,0,23,United-States,<=50K
30,Federal-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,40,United-States,<=50K
38,Self-emp-not-inc,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
52,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
39,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States,>50K
54,Local-gov,7,Widowed,Protective-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K
42,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
39,Private,9,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
22,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
19,Unknown,10,Never-married,Unknown,Own-child,White,Male,0,0,60,United-States,<=50K
39,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
31,Private,10,Divorced,Craft-repair,Own-child,White,Male,4650,0,40,United-States,<=50K
36,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
32,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,Other,<=50K
68,Private,9,Widowed,Other-service,Unmarried,White,Female,0,0,7,Other,<=50K
77,Local-gov,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,8,Other,<=50K
62,Local-gov,4,Widowed,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
63,Federal-gov,2,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,Other,<=50K
37,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
40,Self-emp-inc,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Local-gov,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,42,United-States,<=50K
35,Private,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
25,Unknown,13,Married-spouse-absent,Unknown,Not-in-family,White,Female,0,0,15,United-States,<=50K
37,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
30,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
25,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,35,United-States,<=50K
22,Private,7,Never-married,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
37,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,5,Unknown,<=50K
28,Unknown,11,Separated,Unknown,Unmarried,White,Female,0,0,40,Other,<=50K
44,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
36,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,10,Separated,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
21,Private,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
46,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,70,United-States,<=50K
39,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
18,Private,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
17,Private,6,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
43,Local-gov,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
50,Private,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Private,9,Widowed,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
72,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,6,United-States,<=50K
22,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,<=50K
31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
46,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K
42,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
27,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18,Unknown,6,Never-married,Unknown,Own-child,White,Female,0,0,30,United-States,<=50K
19,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
